input_street,input_city,input_county,input_state,most_sim_street,sim_score,mostsimstreet_id,highway,lanes,oneway
Peachtree St,Nashville,Davidson,TN,Peachtree Street,86,320529850,residential,Not_Present_Value,Not_Present_Value
Clark Ave,Bellflower,Los Angeles,CA,Clark Avenue,86,845971029,tertiary,4,Not_Present_Value
Cary Towne Blvd,Cary,Wake,NC,Cary Towne Boulevard,86,942423351,secondary,3,yes
Bellflower Blvd,Downey,Los Angeles,CA,Bellflower Boulevard,86,32010797,secondary,6,Not_Present_Value
Doug Baker Blvd,Birmingham,Shelby,AL,Doug Baker Boulevard,86,123271671,tertiary,4,no
Lenox Ave,Nashville,Davidson,TN,Lenox Avenue,86,633979587,residential,Not_Present_Value,Not_Present_Value
Old Hickory Blvd,Hermitage,Davidson,TN,Old Hickory Boulevard,86,346658494,primary,2,yes
New England Trwy S,New Rochelle,Westchester,NY,New England Thruway,86,42709382,motorway,4,yes
San Bernardino Fwy W,Alhambra,Los Angeles,CA,San Bernardino Freeway,86,124100091,motorway,3,yes
Rio Rd,Carmel,Monterey,CA,Rio Road,86,696077264,secondary,4,Not_Present_Value
S Highway 14,Greenville,Greenville,SC,South Highway 14,86,1177122967,secondary,2,yes
San Bernardino Fwy E,San Gabriel,Los Angeles,CA,San Bernardino Freeway,86,866562614,motorway,4,yes
Pinecrest St,North Fort Myers,Lee,FL,Pinecrest Street,86,11028971,residential,Not_Present_Value,Not_Present_Value
N Hiawassee Rd,Orlando,Orange,FL,Hiawassee Road,86,909902667,tertiary,4,yes
Dewey Ave,Rochester,Monroe,NY,Dewey Avenue,86,672713777,tertiary,Not_Present_Value,Not_Present_Value
Macfarland Rd,Salem,Rockingham,NH,MacFarland Road,86,18861476,residential,Not_Present_Value,Not_Present_Value
McNeil Dr,Austin,Travis,TX,McNeil Drive,86,619116421,secondary,3,yes
Old Hickory Blvd,Brentwood,Davidson,TN,Old Hickory Boulevard,86,164722817,primary,3,yes
Town Center Blvd,Orlando,Orange,FL,Town Center Boulevard,86,909912189,secondary,2,yes
Germantown Pike,Norristown,Montgomery,PA,West Germantown Pike,86,1230253836,primary,Not_Present_Value,Not_Present_Value
New England Trwy S,Bronx,Bronx,NY,New England Thruway,86,1082582212,motorway,4,yes
Anderson Hwy,Williamston,Anderson,SC,Anderson Highway,86,12108188,secondary,2,no
Wilann Dr,Charlotte,Mecklenburg,NC,Wilann Drive,86,16676982,residential,Not_Present_Value,Not_Present_Value
Wax Rd,Baton Rouge,East Baton Rouge,LA,Wax Road,86,887425897,tertiary,Not_Present_Value,yes
Beaver Run Blvd,Myrtle Beach,Horry,SC,Beaver Run Boulevard,86,12437447,tertiary,Not_Present_Value,Not_Present_Value
Amon Carter Blvd,Irving,Tarrant,TX,Amon Carter Boulevard,86,1067183280,tertiary,3,yes
Jeffries Fwy,Detroit,Wayne,MI,Jeffries Freeway,86,124433735,motorway,2,yes
Harlem River Dr N,New York,New York,NY,Harlem River Drive,86,171960802,motorway,2,yes
N Flowing Wells Rd,Tucson,Pima,AZ,North Flowing Wells Road,86,1157288186,tertiary,Not_Present_Value,Not_Present_Value
Toy Rd,Groveport,Franklin,OH,Toy Road,86,592554621,unclassified,Not_Present_Value,Not_Present_Value
Floral Dr,Los Angeles,Los Angeles,CA,Floral Drive,86,891391983,tertiary,2,Not_Present_Value
Lafayette St,New Orleans,Orleans,LA,Lafayette Street,86,12707930,residential,2,Not_Present_Value
Reagan Dr,Charlotte,Mecklenburg,NC,Reagan Drive,86,648895451,tertiary,2,Not_Present_Value
Mills Ave,Whittier,Los Angeles,CA,Mills Avenue,86,399538383,primary,5,Not_Present_Value
Pulaski Skwy S,Kearny,Hudson,NJ,Pulaski Skyway,86,992448870,motorway,2,yes
N Goldenrod Rd,Winter Park,Orange,FL,Goldenrod Road,86,1091315002,secondary,2,yes
Seminole Hwy,Madison,Dane,WI,Seminole Highway,86,700431565,tertiary,Not_Present_Value,Not_Present_Value
Chenevert St,Houston,Harris,TX,Chenevert Street,86,124875247,tertiary,3,yes
Flora Ave,Holiday,Pasco,FL,Flora Avenue,86,883234882,tertiary,2,Not_Present_Value
N Fairfield Rd,Round Lake,Lake,IL,Fairfield Road,86,723511021,tertiary,Not_Present_Value,Not_Present_Value
E Broad Rock Rd,Richmond,Richmond City,VA,East Broad Rock Road,86,1175718298,secondary,Not_Present_Value,Not_Present_Value
Willowbend Blvd,Houston,Harris,TX,Willowbend Boulevard,86,1088014876,footway,Not_Present_Value,Not_Present_Value
W Siebenthaler Ave,Dayton,Montgomery,OH,West Siebenthaler Avenue,86,19182274,secondary,Not_Present_Value,Not_Present_Value
Beaumont Hwy,Houston,Harris,TX,Beaumont Highway,86,422657277,primary,5,Not_Present_Value
Lindbergh St,Charlotte,Mecklenburg,NC,Lindbergh Street,86,16674489,residential,Not_Present_Value,Not_Present_Value
Maple Ave,Lisle,Dupage,IL,Maple Avenue,86,1092515698,secondary,6,Not_Present_Value
Ley Rd,Houston,Harris,TX,Ley Road,86,1116917760,secondary,Not_Present_Value,yes
Mechanical Blvd,Raleigh,Wake,NC,Mechanical Boulevard,86,693774478,primary,4,Not_Present_Value
Schneider St,Houston,Harris,TX,Schneider Street,86,15444214,residential,2,Not_Present_Value
Grand Ave,Oakland,Alameda,CA,Grand Avenue,86,1032609444,secondary,3,yes
Hazel Ave,Orangevale,Sacramento,CA,Hazel Avenue,86,1065066957,primary,3,yes
Lamar Ave,Memphis,Shelby,TN,Lamar Avenue,86,635723576,trunk,6,Not_Present_Value
Providence Rd W,Charlotte,Mecklenburg,NC,Providence Road West,86,37981468,secondary,2,Not_Present_Value
Red Rd,Hollywood,Broward,FL,Red Road,86,165714411,trunk,3,yes
Silver Lake Blvd,Los Angeles,Los Angeles,CA,Silver Lake Boulevard,86,539401591,secondary,2,yes
Oxford Pl,Charlotte,Mecklenburg,NC,Oxford Place,86,16667521,residential,Not_Present_Value,Not_Present_Value
Pulaski Skwy N,Newark,Essex,NJ,Pulaski Skyway,86,966399512,motorway,2,yes
Yorba Linda Blvd,Fullerton,Orange,CA,Yorba Linda Boulevard,86,424893601,primary,3,yes
Bronx River Pkwy N,Bronx,Bronx,NY,Bronx River Parkway,86,960026978,motorway,4,yes
Sunray Dr,Holiday,Pasco,FL,Sunray Drive,86,374206779,residential,Not_Present_Value,yes
San Bernardino Fwy E,Montclair,San Bernardino,CA,San Bernardino Freeway,86,38219034,motorway,5,yes
Dell Pkwy,Nashville,Davidson,TN,Dell Parkway,86,1116880247,residential,Not_Present_Value,yes
Mellow Dr,Charlotte,Mecklenburg,NC,Mellow Drive,86,16714918,residential,Not_Present_Value,Not_Present_Value
Fisherman St,Opa Locka,Miami-Dade,FL,Fisherman Street,86,702209425,residential,2,Not_Present_Value
John J Montgomery Fwy S,San Diego,San Diego,CA,John J. Montgomery Freeway,86,32125041,motorway,4,yes
Park Place Blvd,Houston,Harris,TX,Park Place Boulevard,86,558982971,unclassified,Not_Present_Value,Not_Present_Value
Cleveland St,Nashville,Davidson,TN,Cleveland Street,86,107400534,secondary,Not_Present_Value,Not_Present_Value
W Thunderbird Rd,Glendale,Maricopa,AZ,West Thunderbird Road,86,443195263,secondary,3,yes
Renaud Dr,Lafayette,Lafayette,LA,Renaud Drive,86,100912128,tertiary,Not_Present_Value,Not_Present_Value
Beatty Dr,Belmont,Gaston,NC,Beatty Drive,86,16569184,secondary,3,yes
Allied Dr,Nashville,Davidson,TN,Allied Drive,86,19478823,unclassified,Not_Present_Value,Not_Present_Value
Green Ave,Callahan,Nassau,FL,Green Avenue,86,11129436,residential,Not_Present_Value,Not_Present_Value
Haven Ave,Rancho Cucamonga,San Bernardino,CA,Haven Avenue,86,475050693,primary,5,yes
Guadalupe St,Austin,Travis,TX,Guadalupe Street,86,201680470,primary,3,yes
Cambridge St,Houston,Harris,TX,Cambridge Street,86,1032472416,tertiary,Not_Present_Value,yes
Clark Ave,Raleigh,Wake,NC,Clark Avenue,86,187432318,secondary,Not_Present_Value,Not_Present_Value
McDowell Short Cut Rd,Murrells Inlet,Horry,SC,McDowell Shorcut Road,86,12416288,tertiary,Not_Present_Value,Not_Present_Value
S Dairy Ashford Rd,Houston,Harris,TX,South Dairy Ashford Road,86,598235035,secondary,Not_Present_Value,yes
W Woolbright Rd,Boynton Beach,Palm Beach,FL,West Woolbright Road,86,255358350,secondary,4,yes
Brookshire Blvd,Charlotte,Mecklenburg,NC,Brookshire Boulevard,86,1031977350,trunk,2,yes
N Interstate 35 E,Lancaster,Dallas,TX,North Interstate 35E,86,1031935695,secondary,2,yes
N Prairie Creek Rd,Dallas,Dallas,TX,North Prairie Creek Road,86,1078403690,secondary,4,yes
Big Rd,Gilbertsville,Montgomery,PA,Big Road,86,12363792,primary,Not_Present_Value,Not_Present_Value
Grand Ave,New Haven,South Central Connecticut,CT,Grand Avenue,86,39275905,secondary,Not_Present_Value,Not_Present_Value
Alumni Dr,Lexington,Fayette,KY,Alumni Drive,86,339674745,tertiary,Not_Present_Value,yes
Bronx River Pkwy S,Bronx,Bronx,NY,Bronx River Parkway,86,46673660,motorway,2,yes
Imperial Hwy,Lynwood,Los Angeles,CA,Imperial Highway,86,398050680,primary,2,yes
Lyell Ave,Rochester,Monroe,NY,Lyell Avenue,86,1207448743,primary,3,Not_Present_Value
Mount Read Blvd,Rochester,Monroe,NY,Mount Read Boulevard,86,1107367761,secondary,Not_Present_Value,yes
University Blvd,Manassas,Prince William,VA,University Boulevard,86,706241112,secondary,2,yes
Forest Dr,Charlotte,Mecklenburg,NC,Forest Drive,86,16668508,residential,2,no
Washington Blvd,Marina Del Rey,Los Angeles,CA,Washington Boulevard,86,842812225,secondary,5,no
E Sugar Creek Rd,Charlotte,Mecklenburg,NC,East Sugar Creek Road,86,792735867,primary,4,Not_Present_Value
W Monaville Rd,Ingleside,Lake,IL,Monaville Road,86,1010840430,secondary,3,Not_Present_Value
Grand Ave,Nashville,Davidson,TN,Grand Avenue,86,19481813,residential,Not_Present_Value,Not_Present_Value
W Table Mesa Rd,New River,Maricopa,AZ,West Table Mesa Road,86,177402156,unclassified,2,no
Hazel Ave,Fair Oaks,Sacramento,CA,Hazel Avenue,86,1026639915,primary,3,yes
102nd Ave,Largo,Pinellas,FL,102nd Avenue,86,118727315,primary,2,yes
Antelope Valley Fwy S,Canyon Country,Los Angeles,CA,Antelope Valley Freeway,86,123456238,motorway,3,yes
Joy Rd,Detroit,Wayne,MI,Joy Road,86,545955385,tertiary,2,Not_Present_Value
Bissonnet St,Houston,Harris,TX,Bissonnet Street,86,1111688961,footway,Not_Present_Value,Not_Present_Value
Ranck Ave,Lancaster,Lancaster,PA,Ranck Avenue,86,582035681,tertiary,2,no
Wentworth St,Houston,Harris,TX,Wentworth Street,86,984545720,secondary,2,yes
Ballentine Blvd,Norfolk,Norfolk,VA,Ballentine Boulevard,86,1037134687,secondary,3,yes
Washington Blvd,Whittier,Los Angeles,CA,Washington Boulevard,86,400322387,primary,4,yes
Lenexa Dr,Overland Park,Johnson,KS,Lenexa Drive,86,634489297,tertiary,3,Not_Present_Value
Maple Ave,Dallas,Dallas,TX,Maple Avenue,86,1031960045,secondary,Not_Present_Value,yes
Lankershim Blvd,Studio City,Los Angeles,CA,Lankershim Boulevard,86,405365695,primary,4,Not_Present_Value
Batson Dr,Greenville,Greenville,SC,Batson Drive,86,12406402,residential,Not_Present_Value,Not_Present_Value
Forest Hill Blvd,West Palm Beach,Palm Beach,FL,Forest Hill Boulevard,86,1113261105,secondary,4,yes
Sans Souci Blvd,Miami,Miami-Dade,FL,Sans Souci Boulevard,86,585418865,tertiary,2,yes
FM 973 N,Manor,Travis,TX,FM 973,86,27397730,secondary,Not_Present_Value,Not_Present_Value
N Goldenrod Rd,Orlando,Orange,FL,Goldenrod Road,86,1059548746,secondary,2,yes
W Gross Point Rd,Niles,Cook,IL,West Gross Point Road,86,435721038,secondary,3,Not_Present_Value
Interstate Blvd,Anderson,Anderson,SC,Interstate Boulevard,86,12114657,unclassified,2,no
Hey Rd,Richmond,Richmond City,VA,Hey Road,86,6035155,tertiary,Not_Present_Value,Not_Present_Value
Maple Ave,Los Angeles,Los Angeles,CA,Maple Avenue,86,148397203,secondary,4,Not_Present_Value
W Brown Deer Rd,Milwaukee,Milwaukee,WI,West Brown Deer Road,86,688764919,construction,3,yes
15th View St,Norfolk,Norfolk,VA,15th View Street,86,120390468,residential,Not_Present_Value,Not_Present_Value
S Cockrell Hill Rd,Dallas,Dallas,TX,South Cockrell Hill Road,86,1034493824,secondary,4,yes
Harry Hines Blvd,Dallas,Dallas,TX,Harry Hines Boulevard,86,10004976,secondary,3,yes
Chesapeake Blvd,Norfolk,Norfolk (City),VA,Chesapeake Boulevard,86,1047089154,secondary,3,yes
Centennial Blvd,Nashville,Davidson,TN,Centennial Boulevard,86,421892893,secondary,Not_Present_Value,yes
Rea Rd,Charlotte,Mecklenburg,NC,Rea Road,86,1077612159,secondary,3,yes
Delsea Dr,Westville,Gloucester,NJ,Delsea Drive,86,28657252,primary,Not_Present_Value,Not_Present_Value
Amalie Dr,Nashville,Davidson,TN,Amalie Drive,86,1046824473,tertiary,2,yes
E County Line Rd,Hatboro,Montgomery,PA,East County Line Road,86,286271614,primary,5,Not_Present_Value
Lee Rd,Lithia Springs,Douglas,GA,Lee Road,86,460469006,secondary,Not_Present_Value,yes
Grangeville Blvd,Lemoore,Kings,CA,Grangeville Boulevard,86,1090606436,tertiary,Not_Present_Value,Not_Present_Value
Scott Ave,Charlotte,Mecklenburg,NC,Scott Avenue,86,1051810631,secondary,3,yes
Cabrillo Hwy,Cambria,San Luis Obispo,CA,Cabrillo Highway,86,122270993,primary,2,no
S Township Line Rd,Royersford,Montgomery,PA,South Township Line Road,86,114491653,secondary,2,yes
Foster City Blvd,San Mateo,San Mateo,CA,Foster City Boulevard,86,417314936,primary,4,yes
E Mockingbird Ln,Dallas,Dallas,TX,East Mockingbird Lane,86,425717453,secondary,3,yes
S John Young Pkwy,Orlando,Orange,FL,John Young Parkway,86,1055731287,trunk,Not_Present_Value,yes
Cabin John Pkwy S,Cabin John,Montgomery,MD,Cabin John Parkway,86,26662292,motorway,2,yes
Rosedale Hwy,Bakersfield,Kern,CA,Rosedale Highway,86,244559614,primary,2,yes
S Goldenrod Rd,Orlando,Orange,FL,Goldenrod Road,86,1147833847,secondary,2,yes
Leland Dr,Raleigh,Wake,NC,Leland Drive,86,318662483,residential,Not_Present_Value,yes
Washington Blvd,Ogden,Weber,UT,Washington Boulevard,86,29193904,primary,4,no
Manley Dr,Anderson,Anderson,SC,Manley Drive,86,12106813,residential,Not_Present_Value,Not_Present_Value
W Camp Wisdom Rd,Dallas,Dallas,TX,West Camp Wisdom Road,86,599964601,secondary,3,yes
Southbay Fwy,San Jose,Santa Clara,CA,Southbay Freeway,86,554260211,motorway,3,yes
Fort Prince Blvd,Spartanburg,Spartanburg,SC,Fort Prince Boulevard,86,37670375,secondary,Not_Present_Value,Not_Present_Value
Vietnam Veterans Blvd W,Goodlettsville,Davidson,TN,Vietnam Veterans Boulevard,86,19478094,motorway,2,yes
Montague Avenue Ext,Greenwood,Greenwood,SC,Montague Avenue Extension,86,1121942411,trunk,4,no
Yankee Division Hwy S,Peabody,Essex,MA,Yankee Division Highway,86,54131802,motorway,3,yes
Eagle View Blvd,Antioch,Davidson,TN,Eagle View Boulevard,86,1047354948,unclassified,2,Not_Present_Value
Orr Rd,Charlotte,Mecklenburg,NC,Orr Road,86,1287925563,tertiary,Not_Present_Value,Not_Present_Value
E Sand Lake Rd,Orlando,Orange,FL,Sand Lake Road,86,209294431,primary,3,yes
Henderson St,Fort Worth,Tarrant,TX,Henderson Street,86,934910936,primary,2,yes
Junipero Serra Fwy N,Burlingame,San Mateo,CA,Junipero Serra Freeway,86,929535568,motorway,4,yes
Bronx River Pkwy N,Mount Vernon,Westchester,NY,Bronx River Parkway,86,1071598954,motorway,3,yes
Summit Dr,Austin,Travis,TX,Summit Drive,86,15382460,unclassified,Not_Present_Value,yes
McNeil Dr,Austin,Williamson,TX,McNeil Drive,86,1096324063,secondary,Not_Present_Value,Not_Present_Value
Robinhood St,Sarasota,Sarasota,FL,Robinhood Street,86,197146709,residential,Not_Present_Value,Not_Present_Value
Pecan Ave,Charlotte,Mecklenburg,NC,Pecan Avenue,86,749702774,tertiary,3,Not_Present_Value
Lexington St,Manor,Travis,TX,Lexington Street,86,629508660,tertiary,2,yes
Ramey Ave,Fort Worth,Tarrant,TX,Ramey Avenue,86,602247693,tertiary,2,Not_Present_Value
Ela Rd,Lake Zurich,Lake,IL,Ela Road,86,1086685844,secondary,2,Not_Present_Value
Washington Blvd,Culver City,Los Angeles,CA,Washington Boulevard,86,759244281,secondary,4,Not_Present_Value
Comite Dr,Baton Rouge,East Baton Rouge,LA,Comite Drive,86,12632103,secondary,Not_Present_Value,Not_Present_Value
N Brannon Stand Rd,Dothan,Houston,AL,North Brannon Stand Road,86,1073249583,secondary,2,Not_Present_Value
El Dorado St,Auburn,Placer,CA,El Dorado Street,86,307667169,primary,2,Not_Present_Value
Leeds Ave,North Charleston,Charleston,SC,Leeds Avenue,86,631676595,tertiary,Not_Present_Value,Not_Present_Value
Springfield Blvd,Springfield Gardens,Queens,NY,Springfield Boulevard,86,506274959,primary,Not_Present_Value,yes
W Army Trail Rd,Bloomingdale,DuPage,IL,West Army Trail Road,86,999477378,secondary,4,yes
Northcliffe Blvd,Spring Hill,Hernando,FL,Northcliffe Boulevard,86,964436406,secondary,4,yes
S Bonnie Cove Ave,Glendora,Los Angeles,CA,Bonnie Cove Avenue,86,13298435,tertiary,Not_Present_Value,Not_Present_Value
Marion Oaks Blvd,Ocala,Marion,FL,Marion Oaks Boulevard,86,1065386988,tertiary,1,yes
Pulaski Skwy S,Jersey City,Hudson,NJ,Pulaski Skyway,86,418239991,motorway,2,yes
W Grand Blanc Rd,Grand Blanc,Genesee,MI,West Grand Blanc Road,86,101082945,tertiary,Not_Present_Value,Not_Present_Value
E Landstreet Rd,Orlando,Orange,FL,East Landstreet Road,86,1059851903,secondary,4,yes
Junipero Serra Fwy N,San Jose,Santa Clara,CA,Junipero Serra Freeway,86,967219586,motorway,5,yes
S Crystal Lake Dr,Orlando,Orange,FL,Crystal Lake Drive,86,157848200,tertiary,2,Not_Present_Value
W Francisquito Ave,La Puente,Los Angeles,CA,West Francisquito Avenue,86,405355888,tertiary,Not_Present_Value,Not_Present_Value
Hoxie Ave,Norwalk,Los Angeles,CA,Hoxie Avenue,86,399499511,primary,4,Not_Present_Value
University Blvd,Winter Park,Orange,FL,University Boulevard,86,1153990900,tertiary,3,yes
North Ave,Carol Stream,DuPage,IL,North Avenue,86,1094011803,primary,5,yes
Enterprise Blvd,West Sacramento,Yolo,CA,Enterprise Boulevard,86,537611172,secondary,2,yes
E Saint Elmo Rd,Austin,Travis,TX,East Saint Elmo Road,86,707840413,tertiary,1,yes
Walnut Dr,Los Angeles,Los Angeles,CA,Walnut Drive,86,13311262,residential,2,Not_Present_Value
E Grand Blanc Rd,Grand Blanc,Genesee,MI,East Grand Blanc Road,86,39369204,tertiary,Not_Present_Value,Not_Present_Value
Osgood Ave N,Stillwater,Washington,MN,Osgood Ave North,86,638377551,tertiary,2,yes
W Social Row Rd,Dayton,Montgomery,OH,West Social Row Road,86,577748323,tertiary,3,yes
San Bernardino Fwy W,Los Angeles,Los Angeles,CA,San Bernardino Freeway,86,865336869,motorway,3,yes
Vichy Ave,Napa,Napa,CA,Vichy Avenue,86,7702132,residential,Not_Present_Value,Not_Present_Value
Lake Murray Blvd,La Mesa,San Diego,CA,Lake Murray Boulevard,86,27056281,secondary,Not_Present_Value,Not_Present_Value
Culver Dr,Irvine,Orange,CA,Culver Drive,86,406442493,primary,4,yes
Bluebonnet Blvd,Baton Rouge,East Baton Rouge,LA,Bluebonnet Boulevard,86,1270298469,secondary,3,yes
Savannah Hwy,Neeses,Orangeburg,SC,Savannah Highway,86,1091316913,primary,4,Not_Present_Value
Highway 70 S,Nashville,Davidson,TN,Highway 70 South,86,734400730,primary,4,yes
Jefferson St,Nashville,Davidson,TN,Jefferson Street,86,735239926,secondary,1,yes
Pulaski Skwy N,Kearny,Hudson,NJ,Pulaski Skyway,86,966399512,motorway,2,yes
E Blackstock Rd,Spartanburg,Spartanburg,SC,East Blackstock Road,86,890755408,secondary,Not_Present_Value,Not_Present_Value
River Ranch Blvd,Lafayette,Lafayette,LA,River Ranch Boulevard,86,12660032,residential,Not_Present_Value,yes
Bellflower Blvd,Bellflower,Los Angeles,CA,Bellflower Boulevard,86,381320862,secondary,4,Not_Present_Value
S Highway 29,Cantonment,Escambia,FL,South Highway 29,86,702543343,primary,2,yes
New England Trwy S,Rye,Westchester,NY,New England Thruway,86,1044682700,motorway,3,yes
S San Gabriel Blvd,San Gabriel,Los Angeles,CA,San Gabriel Blvd UC,86,62676594,motorway,4,yes
Makoma Dr,Orlando,Orange,FL,Makoma Drive,86,208831855,residential,Not_Present_Value,Not_Present_Value
Dulles Dr,Lafayette,Lafayette,LA,Dulles Drive,86,12665708,tertiary,Not_Present_Value,Not_Present_Value
Butano Dr,Sacramento,Sacramento,CA,Butano Drive,86,617672371,tertiary,Not_Present_Value,Not_Present_Value
Pamplico Hwy,Florence,Florence,SC,Pamplico Highway,86,1092119690,secondary,Not_Present_Value,Not_Present_Value
E Roosevelt Rd,Villa Park,DuPage,IL,Roosevelt Road,86,1008863940,primary,3,yes
Ronald Dr,Raleigh,Wake,NC,Ronald Drive,86,18899821,residential,Not_Present_Value,Not_Present_Value
Dahlia Dr,Orlando,Orange,FL,Dahlia Drive,86,157848247,tertiary,2,Not_Present_Value
Southbay Fwy,Santa Clara,Santa Clara,CA,Southbay Freeway,86,479773099,motorway,3,yes
Foothill Fwy,Pasadena,Los Angeles,CA,Foothill Freeway,86,1013059013,motorway,5,yes
E Roosevelt Rd,Villa Park,Dupage,IL,Roosevelt Road,86,1008863949,primary,5,yes
Medici Ct,Sarasota,Sarasota,FL,Medici Court,86,11088359,residential,Not_Present_Value,Not_Present_Value
Wilder Dr,Spartanburg,Spartanburg,SC,Wilder Drive,86,12569903,tertiary,Not_Present_Value,Not_Present_Value
Hinton Oaks Blvd,Knightdale,Wake,NC,Hinton Oaks Boulevard,86,693842439,residential,Not_Present_Value,yes
Louisiana St,Houston,Harris,TX,Louisiana Street,86,1219809458,footway,Not_Present_Value,Not_Present_Value
Wickersham Blvd,Gretna,Sarpy,NE,Wickersham Boulevard,86,767763336,unclassified,4,no
Harlem River Dr S,New York,New York,NY,Harlem River Drive,86,957766508,motorway,3,yes
